83,Acetato de eslicarbazepina,Zebinix,Comprimido,800 mg,"Bial - Portela & Cª, S.A.",False,Autorizado,Comercializado,{Epilepsia}
84,Acetato de eslicarbazepina,Escarpilo,Comprimido,1200 mg,"Neuraxpharm Spain, S.L.U.",False,Autorizado,Comercializado,{Epilepsia}
85,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Alter,Comprimido,800 mg,"Alter, S.A.",True,Autorizado,Comercializado,{Epilepsia}
86,Acetato de eslicarbazepina,ESRAN,Comprimido,800 mg,Medochemie Ltd.,True,Autorizado,Comercializado,{Epilepsia}
87,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Bixcar,Comprimido,800 mg,"Alter, S.A.",True,Autorizado,Comercializado,{Epilepsia}
88,Acetato de eslicarbazepina,Acetato de Eslicarbazepina Mylan Pharma,Comprimido,800 mg,"Mylan, Lda.",True,Autorizado,Comercializado,{Epilepsia}
89,Acetato de eslicarbazepina,Acetato de eslicarbazepina Pharmakern,Comprimido,800 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",True,Autorizado,Comercializado,{Epilepsia}
90,Acetato de glatirâmero,Copaxone,Solução injetável,20 mg/1 ml,Teva GmbH,False,Autorizado,Comercializado,"{Epilepsia, Convulsão}"
91,Acetato de glatirâmero,Copaxone,Solução injetável em seringa pré-cheia,40 mg/ml,Teva GmbH,False,Autorizado,Comercializado,"{Epilepsia, Convulsão}"
92,Acetato de glatirâmero,Acetato de glatirâmero Mylan,Solução injetável em seringa pré-cheia,20 mg/1 ml,"Mylan, Lda.",False,Autorizado,Comercializado,"{Epilepsia, Convulsão}"
93,Acetato de glatirâmero,Clift,Solução injetável em seringa pré-cheia,40 mg/ml,"Mylan, Lda.",False,Autorizado,Comercializado,"{Epilepsia, Convulsão}"
94,Acetato de zinco,Wilzin,Cápsula,25 mg,Recordati Rare Diseases,False,Autorizado,Comercializado,{}
95,Acetato de zinco,Wilzin,Cápsula,50 mg,Recordati Rare Diseases,False,Autorizado,Comercializado,{}
96,Acetazolamida,Carbinib,Comprimido,250 mg,"Laboratório Edol - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Glaucoma crónico simples, Glaucoma secundário, Glaucoma agudo de ângulo fechado, Epilepsia}"
97,Acetilcisteína,Fluimucil,Comprimido efervescente,600 mg,"Zambon - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
98,Acetilcisteína,Fluimucil,Solução injetável,300 mg/3 ml,"Zambon - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
99,Acetilcisteína,Fluimucil,Concentrado para solução para perfusão,200 mg/ml,"Zambon - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
100,Acetilcisteína,Fluimucil 4%,Solução oral,40 mg/ml,"Zambon - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
101,Acetilcisteína,Acetilcisteína Sandoz,Comprimido efervescente,600 mg,"Sandoz Farmacêutica, Lda.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
102,Acetilcisteína,Acetilcisteína Tussilene,Comprimido efervescente,600 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
103,Acetilcisteína,Acetilcisteína Azevedos,Solução oral,40 mg/ml,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
104,Acetilcisteína,Acetilcisteína Pharmakern,Comprimido efervescente,600 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
105,Acetilcisteína,Zentorant,Comprimido efervescente,600 mg,"Zentiva Portugal, Lda.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
106,Acetilcisteína,Acetilcisteína Vitória,Comprimido efervescente,600 mg,"Faes Farma Portugal, S.A.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
107,Acetilcisteína,Acetilcisteína Azevedos,Comprimido efervescente,600 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
108,Acetilcisteína,Fluimucil,Granulado para solução oral,200 mg,"Zambon - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
109,Acetilcisteína,Acetilcisteína Tussilene,Solução oral,40 mg/ml,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
110,Acetilcisteína,Acetilcisteína Liboran,Comprimido efervescente,600 mg,"Towa Pharmaceutical, S.A.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
111,Acetilcisteína,Puldren,Solução oral,20 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
112,Acetilcisteína,Puldren,Solução oral,40 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
113,Acetilcisteína,Fluprox,Comprimido efervescente,600 mg,"Cuidafarma, Lda.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
114,Acetilcisteína,Fluimucil 2%,Solução oral,20 mg/ml,"Zambon - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
115,Acetilcisteína,Acetilcisteína Alter,Comprimido efervescente,600 mg,"Alter, S.A.",True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
116,Acetilcisteína,Acetilcisteína Bluepharma,Comprimido efervescente,600 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,True,Autorizado,Comercializado,"{Infeção do trato respiratório, Hipersecreção brônquica}"
117,Acetilsalicilato de lisina,Acetilsalicilato de Lisina Labesfal 1800mg Pó e Solvente para Solução Injectável,Pó e solvente para solução injetável,1800 mg/5 ml,"Labesfal - Laboratórios Almiro, S.A.",True,Autorizado,Comercializado,"{Dor ligeira a moderada, Febre de curto prazo, Odontalgia (dor de dentes), Mialgias ligeiras ou moderadas, Cefaleia (dor de cabeça), Lombalgia}"
118,Acetilsalicilato de lisina,Aspegic 100,Pó para solução oral,180 mg,"Opella Healthcare Portugal, Unipessoal Lda",False,Autorizado,Comercializado,"{Dor ligeira a moderada, Febre de curto prazo, Odontalgia (dor de dentes), Mialgias ligeiras ou moderadas, Cefaleia (dor de cabeça), Lombalgia}"
119,Acetilsalicilato de lisina,Aspegic 1000,Pó para solução oral,1800 mg,"Opella Healthcare Portugal, Unipessoal Lda",False,Autorizado,Comercializado,"{Dor ligeira a moderada, Febre de curto prazo, Odontalgia (dor de dentes), Mialgias ligeiras ou moderadas, Cefaleia (dor de cabeça), Lombalgia}"
120,Acetilsalicilato de lisina,Acetilsalicilato de Lisina Labesfal 900 mg Pó e Solvente para Solução Injectável,Pó e solvente para solução injetável,900 mg/5 ml,"Labesfal - Laboratórios Almiro, S.A.",True,Autorizado,Comercializado,"{Dor ligeira a moderada, Febre de curto prazo, Odontalgia (dor de dentes), Mialgias ligeiras ou moderadas, Cefaleia (dor de cabeça), Lombalgia}"
121,Acetonido de fluocinolona,Iluvien,Implante intravítreo em aplicador,190 µg,Alimera Sciences Europe Limited,False,Autorizado,Comercializado,"{Perturbações alérgicas, inflamatórias e pruriginosas da pele e mucosas}"
122,Acetonido de fluocinolona,Synalar,Creme,0.25 mg/g,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Perturbações alérgicas, inflamatórias e pruriginosas da pele e mucosas}"
123,Acetonido de fluocinolona,Ekzem,"Gotas auriculares, solução em recipiente unidose",0.1 mg/0.4 ml,"Laboratorios Salvat, S.A.",False,Autorizado,Comercializado,"{Perturbações alérgicas, inflamatórias e pruriginosas da pele e mucosas}"
124,Acetonido de fluocinolona + Ciprofloxacina,Cetraxal Duo,"Gotas auriculares, solução em recipiente unidose",Associação,"Laboratorios Salvat, S.A.",False,Autorizado,Comercializado,"{Otite externa aguda, Otite média}"
125,Acetonido de fluocinolona + Ciprofloxacina,Cetraxal Duo,"Gotas auriculares, solução",0.25 mg/ml + 3 mg/ml,"Laboratorios Salvat, S.A.",False,Autorizado,Comercializado,"{Otite externa aguda, Otite média}"
126,Acetonido de fluocinolona + Lidocaína + Subgalhato de bismuto,Synalar Rectal,Pomada retal,Associação,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Hemorróidas internas e externas, Eczema ano-perienal, Prurido anal, Fissura anal}"
127,Acetonido de fluocinolona + Neomicina,Synalar N,Creme,3.5 mg + 0.25 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Perturbações alérgicas, inflamatórias e pruriginosas da pele e mucosas}"
128,Acetonido de fluocinolona + Neomicina + Polimixina B,Oto-Synalar N,"Gotas auriculares, solução",Associação,"DAVI II - Farmacêutica, S.A.",False,Autorizado,Comercializado,"{Perturbações alérgicas, inflamatórias e pruriginosas da pele e mucosas}"
129,Aciclovir,Aciclovir Livixon,Creme,50 mg/g,"Generis Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
130,Aciclovir,Aciclosina,Creme,50 mg/g,"Laboratórios Atral, S.A.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
131,Aciclovir,Zovirax,Comprimido,200 mg,"Laboratórios Wellcome de Portugal, Lda.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
132,Aciclovir,Aciclovir Aurovitas,Comprimido,200 mg,"Generis Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
133,Aciclovir,Aciclovir Aurovitas,Comprimido,400 mg,"Generis Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
134,Aciclovir,Aciclovir Aurovitas,Comprimido,800 mg,"Generis Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
135,Aciclovir,Aciclovir Bluepharma,Creme,50 mg/g,Bluepharma Genéricos - Comércio de Medicamentos S.A.,True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
136,Aciclovir,Cicloviral,Creme,50 mg/g,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
137,Aciclovir,Aciclovir Generis 200 mg Comprimidos,Comprimido,200 mg,"Generis Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
138,Aciclovir,Aciclovir Generis 800 mg Comprimidos,Comprimido,800 mg,"Generis Farmacêutica, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
139,Aciclovir,Lipovir,Gel,50 mg/g,"Laboratorios Ojer Pharma, S.L.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
140,Aciclovir,Zovirax,Suspensão oral,80 mg/ml,"Laboratórios Wellcome de Portugal, Lda.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
141,Aciclovir,Aciclovir Vitória,Comprimido dispersível,800 mg,"Faes Farma Portugal, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
142,Aciclovir,Aciclovir Ciclum,Comprimido,200 mg,"Ciclum Farma Unipessoal, Lda.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
143,Aciclovir,Aciclovir Ciclum,Comprimido,800 mg,"Ciclum Farma Unipessoal, Lda.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
144,Aciclovir,Cicloviral,Comprimido,200 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
145,Aciclovir,Cicloviral,Comprimido,400 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
146,Aciclovir,Cicloviral,Comprimido,800 mg,"Laboratório Medinfar - Produtos Farmacêuticos, S.A.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
147,Aciclovir,Aciclovir toLife,Comprimido,800 mg,"Towa Pharmaceutical, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
148,Aciclovir,Zovirax,Creme,50 mg/g,"Haleon Portugal, Lda.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
149,Aciclovir,Aciclovir Labesfal,Creme,50 mg/g,"Generis Farmacêutica, S.A.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
150,Aciclovir,Aciclovir Hikma,Pó para solução para perfusão,500 mg,"Hikma Farmacêutica (Portugal), S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
151,Aciclovir,Aciclovir Hikma,Pó para solução para perfusão,250 mg,"Hikma Farmacêutica (Portugal), S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
152,Aciclovir,Zov 800,Comprimido,800 mg,"Laboratórios Wellcome de Portugal, Lda.",False,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
153,Aciclovir,Aciclovir toLife,Comprimido,200 mg,"Towa Pharmaceutical, S.A.",True,Autorizado,Comercializado,"{Varicela, Herpes labial, Herpes genital, Infeção por herpes simplex}"
